Name,Body,Year,Price,Transmission,Mileage,Volume,Car Drive,Steering wheel,Customs Clearance,Color
Ford Mustang,купе,2020,40000000,Автомат,13000 км,5 л,задний,Левый,Да,Белый
Ford Mustang,кабриолет,2010,12000000,Механика,110000 км,5 л,задний,Левый,Да,Null
Ford Mustang,купе,2019,18000000,Автомат,25000 км,2.3 л,задний,Левый,Да,Черный
Ford Mustang,кабриолет,2020,45000000,Автомат,29000 км,5 л,задний,Левый,Да,Черный
Ford Mustang,купе,2019,16950000,Автомат,38000 км,2.3 л,задний,Левый,Да,Серый
Ford Mustang,купе,2009,8300000,Автомат,Null,4.6 л,задний,Левый,Нет,Белый
Ford Mustang,купе,2014,14000000,Автомат,Null,3.7 л,задний,Левый,Да,Белый
Ford Mustang,купе,2006,8900000,Автомат,161000 км,4.6 л,задний,Левый,Да,Красный
Ford Mustang,купе,2007,8500000,Автомат,170000 км,4 л,задний,Левый,Да,Черный
Ford Ranger,пикап,2007,4100000,Механика,320000 км,2.5 л,полный,Левый,Да,Черный
Ford Ranger,пикап,2012,4000000,Механика,Null,2.5 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2005,3500000,Механика,Null,2.5 л,полный,Левый,Да,Серебристый
Ford Ranger,пикап,2014,13000000,Механика,128000 км,2.5 л,полный,Левый,Да,Синий
Ford Ranger,пикап,2007,4600000,Механика,Null,2.5 л,полный,Левый,Да,Серебристый
Ford Ranger,пикап,2012,5500000,Механика,187000 км,2.2 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2014,11777777,Механика,132000 км,3.2 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2013,9950000,Автомат,Null,2.5 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2005,4500000,Механика,180000 км,2.5 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2008,5000000,Механика,219000 км,2.5 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2012,6500000,Механика,250000 км,2.5 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2013,10000000,Механика,136619 км,2.2 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2008,4500000,Механика,Null,2.5 л,полный,Левый,Да,Серебристый
Ford Ranger,пикап,2008,3300000,Механика,200000 км,2.5 л,полный,Левый,Да,Серебристый
Ford Ranger,пикап,2014,12800000,Механика,41000 км,2.5 л,полный,Левый,Да,Null
Ford Ranger,пикап,2013,14000000,Автомат,220000 км,4.3 л,полный,Левый,Да,Черный
Ford Ranger,пикап,2014,16000000,Механика,100000 км,2.5 л,полный,Левый,Да,Синий
Ford Ranger,пикап,2007,11000000,Автомат,Null,3 л,полный,Левый,Да,Зеленый
Ford Ranger,пикап,2008,5500000,Механика,176000 км,2.5 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2020,25500000,Автомат,36000 км,2.3 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2020,24900000,Автомат,19000 км,2.3 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2020,19999999,Механика,30000 км,2.2 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2020,19999999,Механика,29000 км,2.2 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2005,3200000,Механика,73000 км,4 л,полный,Левый,Нет,Синий
Ford Ranger,пикап,2013,8000000,Механика,235450 км,2.2 л,полный,Левый,Да,Серебристый
Ford Ranger,пикап,2006,4000000,Механика,274238 км,2.5 л,полный,Левый,Да,Серебристый
Ford Ranger,пикап,2008,4900000,Механика,Null,2.5 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2020,23000000,Автомат,54000 км,2.3 л,полный,Левый,Да,Null
Ford Ranger,пикап,2014,16000000,Автомат,190000 км,4.3 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2007,5500000,Механика,Null,3 л,полный,Левый,Да,Null
Ford Ranger,пикап,2005,4500000,Механика,412529 км,2.5 л,полный,Левый,Да,Null
Ford Ranger,пикап,2014,9950000,Механика,176000 км,2.5 л,полный,Левый,Да,Синий
Ford Ranger,пикап,2014,8500000,Механика,260000 км,2.5 л,полный,Левый,Да,Синий
Ford Ranger,пикап,2007,4600000,Механика,350000 км,3 л,полный,Левый,Да,Белый
Ford Ranger,пикап,2006,3500000,Механика,100000 км,2.5 л,полный,Левый,Да,Серый
Ford Ranger,пикап,2014,8590000,Механика,Null,2.5 л,полный,Левый,Да,Null
Ford Ranger,пикап,2014,12750000,Механика,88000 км,2.5 л,полный,Левый,Да,Синий
Ford Ranger,пикап,2020,23600000,Автомат,81000 км,2.2 л,полный,Левый,Да,Null
Ford Ranger,пикап,2014,12000000,Механика,88000 км,2.5 л,полный,Левый,Да,Синий
Ford Ranger,пикап,2016,16500000,Автомат,162000 км,3 л,полный,Левый,Да,Null
Ford Ranger,пикап,2020,21000000,Автомат,3000 км,2.3 л,полный,Левый,Да,Белый
Ford S-Max,минивэн,2007,4800000,Механика,270000 км,2 л,передний,Левый,Да,Черный
Ford S-Max,минивэн,2008,7000000,Автомат,275000 км,2.3 л,передний,Левый,Да,Серый
GMC Sierra,пикап,2019,35000000,Автомат,41000 км,5.3 л,полный,Левый,Да,Null
GMC Sierra,пикап,2015,26500000,Автомат,95000 км,5.3 л,полный,Левый,Да,Черный
GMC Sierra,пикап,2020,38500000,Автомат,Null,6.2 л,полный,Левый,Да,Черный
GMC Sierra,пикап,2019,25500000,Автомат,146000 км,5.3 л,полный,Левый,Да,Черный
Ford Taurus,седан,2004,3200000,Автомат,Null,3 л,передний,Левый,Нет,Черный
Ford Tourneo Connect,минивэн,2020,14500000,Автомат,11000 км,2 л,передний,Левый,Да,Черный
Ford Tourneo Custom,минивэн,2013,8750000,Механика,291801 км,2.2 л,передний,Левый,Да,Серый
Ford Tourneo Custom,минивэн,2017,14500000,Механика,Null,2.2 л,передний,Левый,Да,Null
Ford Tourneo Custom,минивэн,2017,14000000,Механика,72000 км,2.2 л,передний,Левый,Да,Серебристый
Ford Transit,микроавтобус,2011,7500000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2008,4500000,Механика,278 км,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,5900000,Механика,102000 км,2.2 л,передний,Левый,Да,Null
Ford Transit,микроавтобус,2015,8000000,Механика,525000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2008,3000000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2007,5500000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2012,8500000,Механика,212000 км,2.2 л,задний,Левый,Да,Синий
Ford Transit,микроавтобус,2008,5000000,Механика,Null,2.2 л,передний,Левый,Да,Null
Ford Transit,микроавтобус,2012,8200000,Механика,180000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2018,14700000,Механика,64000 км,2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2011,9500000,Механика,263000 км,3.2 л,задний,Левый,Да,Null
Ford Transit,микроавтобус,2011,8000000,Механика,257000 км,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2012,4200000,Механика,Null,2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2011,12000000,Механика,Null,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,7000000,Механика,400000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,7700000,Механика,214200 км,2.2 л,передний,Левый,Да,Null
Ford Transit,микроавтобус,2011,6490000,Механика,198000 км,2.2 л,передний,Левый,Да,Null
Ford Transit,фургон,2018,14500000,Механика,Null,2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2007,13700000,Механика,Null,2.4 л,задний,Левый,Нет,Белый
Ford Transit,микроавтобус,2012,7000000,Автомат,124000 км,2.2 л,задний,Левый,Да,Null
Ford Transit,микроавтобус,2011,5000000,Механика,200000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2007,5000000,Механика,300000 км,2 л,передний,Левый,Да,Серебристый
Ford Transit,микроавтобус,2007,3800000,Механика,Null,3.2 л,задний,Левый,Да,Null
Ford Transit,микроавтобус,2007,3500000,Автомат,Null,3.5 л,передний,Левый,Нет,Белый
Ford Transit,фургон,2015,11500000,Механика,119000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2007,2500000,Механика,Null,2.4 л,задний,Левый,Нет,Белый
Ford Transit,микроавтобус,2008,6500000,Автомат,Null,3 л,задний,Левый,Да,Белый
Ford Transit,фургон,2018,14400000,Механика,112 км,2 л,передний,Левый,Да,Null
Ford Transit,фургон,2004,3500000,Механика,Null,2.2 л,передний,Левый,Да,Null
Ford Transit,фургон,2004,3200000,Механика,Null,2.2 л,передний,Левый,Да,Null
Ford Transit,микроавтобус,2007,4000000,Механика,Null,3.2 л,задний,Левый,Да,Null
Ford Transit,микроавтобус,2007,5500000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2017,9000000,Механика,350000 км,2.2 л,задний,Левый,Нет,Белый
Ford Transit,фургон,2017,11000000,Механика,183000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2019,15500000,Механика,116776 км,2 л,передний,Левый,Да,Серебристый
Ford Transit,микроавтобус,2012,9500000,Механика,233000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2012,6500000,Механика,Null,2.6 л,задний,Левый,Да,Белый
Ford Transit,фургон,2018,16000000,Механика,86000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2011,4200000,Механика,178050 км,3.2 л,задний,Левый,Нет,Синий
Ford Transit,микроавтобус,2010,7999999,Механика,180000 км,2.2 л,полный,Левый,Да,Белый
Ford Transit,микроавтобус,2006,6100000,Автомат,Null,4.3 л,задний,Левый,Да,Null
Ford Transit,фургон,2015,8000000,Механика,150000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2005,4400000,Механика,Null,2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2016,12500000,Механика,163000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2015,9200000,Механика,Null,2.2 л,задний,Левый,Да,Белый
Ford Transit,фургон,2015,11500000,Механика,185000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,7000000,Механика,Null,2.4 л,задний,Левый,Да,Белый
Ford Transit,фургон,2019,14700000,Механика,95000 км,2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2013,2000000,Механика,220000 км,2.2 л,задний,Левый,Нет,Белый
Ford Transit,микроавтобус,2011,4500000,Механика,313875 км,2.4 л,задний,Левый,Да,Белый
Ford Transit,фургон,2015,11500000,Механика,Null,2.2 л,задний,Левый,Да,Белый
Ford Transit,фургон,2016,15000000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2017,11800000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2012,8500000,Механика,Null,3.2 л,задний,Левый,Да,Серебристый
Ford Transit,микроавтобус,2012,8500000,Механика,83000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2006,4999999,Механика,208000 км,2.5 л,задний,Левый,Да,Null
Ford Transit,фургон,2006,5000000,Механика,205000 км,2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2009,7500000,Механика,Null,3.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2008,6000000,Автомат,111110 км,4.3 л,задний,Левый,Нет,Null
Ford Transit,микроавтобус,2010,3700000,Механика,300000 км,1.8 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2008,4250000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2004,3200000,Механика,Null,2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2007,7000000,Автомат,Null,4 л,задний,Левый,Да,Null
Ford Transit,фургон,2008,4600000,Механика,Null,2.4 л,задний,Левый,Да,Null
Ford Transit,микроавтобус,2011,7000000,Механика,260000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2008,6500000,Автомат,Null,3 л,задний,Левый,Да,Null
Ford Transit,фургон,2004,3800000,Механика,95000 км,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,9000000,Механика,180000 км,3.2 л,задний,Левый,Да,Серый
Ford Transit,микроавтобус,2013,4000000,Механика,Null,3.2 л,задний,Левый,Нет,Белый
Ford Transit,микроавтобус,2008,4200000,Механика,Null,2.2 л,передний,Левый,Да,Null
Ford Transit,фургон,2004,4800000,Механика,Null,2 л,полный,Левый,Да,Белый
Ford Transit,микроавтобус,2010,4500000,Автомат,245000 км,4 л,задний,Левый,Нет,Null
Ford Transit,микроавтобус,2009,6500000,Механика,300000 км,2.2 л,передний,Левый,Да,Черный
Ford Transit,фургон,2018,16200000,Механика,124000 км,2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2011,4400000,Механика,414000 км,2.2 л,передний,Левый,Да,Null
Ford Transit,микроавтобус,2012,8000000,Механика,215000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2013,9200000,Механика,110000 км,2.2 л,задний,Левый,Да,Синий
Ford Transit,микроавтобус,2011,6178910,Механика,111111 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2008,8000000,Механика,Null,2.4 л,задний,Левый,Да,Белый
Ford Transit,фургон,2019,16500000,Механика,260000 км,2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2019,16000000,Механика,48000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2007,6000000,Механика,Null,2.4 л,задний,Левый,Да,Null
Ford Transit,фургон,2018,14300000,Механика,170000 км,2.2 л,передний,Левый,Да,Серый
Ford Transit,микроавтобус,2011,9700000,Автомат,400000 км,4.3 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2012,9000000,Механика,Null,2.2 л,задний,Левый,Да,Null
Ford Transit,микроавтобус,2013,4800000,Механика,Null,2.2 л,задний,Левый,Нет,Null
Ford Transit,микроавтобус,2010,4700000,Механика,460000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2004,5500000,Автомат,75000 км,3 л,передний,Левый,Да,Null
Ford Transit,фургон,2004,5500000,Автомат,Null,3 л,задний,Левый,Да,Синий
Ford Transit,фургон,2015,8000000,Механика,Null,2.2 л,передний,Левый,Нет,Белый
Ford Transit,фургон,2019,16000000,Автомат,Null,2 л,передний,Правый,Да,Null
Ford Transit,микроавтобус,2015,8500000,Механика,170000 км,2.2 л,задний,Левый,Да,Синий
Ford Transit,микроавтобус,2014,10200000,Механика,167000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,6500000,Механика,Null,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2011,7000000,Механика,207 км,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2011,6500000,Механика,Null,2.2 л,задний,Левый,Нет,Белый
Ford Transit,микроавтобус,2008,6500000,Робот,Null,3 л,задний,Левый,Нет,Null
Ford Transit,микроавтобус,2013,7300000,Механика,415000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,5200000,Механика,270000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2006,1700000,Механика,458000 км,2 л,передний,Левый,Нет,Серебристый
Ford Transit,фургон,2018,15000000,Механика,230000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2012,8300000,Механика,186000 км,2.2 л,задний,Левый,Да,Синий
Ford Transit,фургон,2013,9200000,Механика,238372 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,фургон,2019,12000000,Механика,92000 км,2.2 л,передний,Левый,Да,Синий
Ford Transit,микроавтобус,2008,6500000,Механика,730000 км,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,5400000,Механика,Null,2.2 л,передний,Левый,Да,Null
Ford Transit,микроавтобус,2008,7500000,Механика,Null,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2017,18500000,Механика,111111 км,2.2 л,передний,Левый,Нет,Белый
Ford Transit,микроавтобус,2011,8400000,Механика,380000 км,2.4 л,задний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,6000100,Механика,456000 км,2.2 л,передний,Левый,Да,Серебристый
Ford Transit,микроавтобус,2010,6200000,Механика,300000 км,2.2 л,передний,Левый,Да,Белый
Ford Transit,микроавтобус,2010,6500000,Механика,360000 км,3.2 л,задний,Левый,Да,Белый
Ford Transit,фургон,2004,4500000,Механика,300000 км,2.4 л,задний,Левый,Да,Null
Ford Transit,микроавтобус,2014,8150000,Механика,268000 км,2.2 л,задний,Левый,Да,Синий
Ford Transit,микроавтобус,2013,7000000,Механика,300000 км,2.2 л,задний,Левый,Да,Белый
Ford Transit Connect,фургон,2014,9000000,Автомат,274968 км,2.5 л,передний,Левый,Да,Белый
Ford Transit Connect,фургон,2011,3590000,Механика,233050 км,1.8 л,передний,Левый,Нет,Null
Foton Alpha,фургон,2011,3000000,Механика,87000 км,2.6 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2007,1800000,Механика,Null,2.2 л,задний,Левый,Да,Null
Foton Alpha,фургон,2005,2300000,Механика,Null,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2006,2800000,Механика,150000 км,3.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2006,2800000,Механика,77777 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2014,2800000,Механика,130000 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2013,4000000,Механика,Null,2.2 л,задний,Левый,Да,Null
Foton Alpha,фургон,2012,3000000,Механика,Null,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2012,3000000,Механика,120000 км,2.2 л,задний,Левый,Да,Красный
Foton Alpha,фургон,2011,1500000,Механика,Null,2.3 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2008,1900000,Механика,111 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2007,4500000,Механика,120000 км,3.8 л,задний,Левый,Да,Синий
Foton Alpha,фургон,2010,2200000,Механика,Null,1.7 л,задний,Левый,Да,Серебристый
Foton Alpha,фургон,2015,2800000,Механика,52000 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2014,3500000,Механика,Null,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2005,900000,Механика,103000 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2007,2400000,Механика,777777 км,3.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2009,2200000,Механика,Null,2.3 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2006,1550000,Механика,313144 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2013,4150000,Механика,123 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2013,2500000,Механика,Null,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2005,2000000,Механика,250000 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2005,900000,Механика,100000 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2018,10500000,Механика,70000 км,3.8 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2013,1800000,Механика,Null,2.2 л,задний,Левый,Да,Null
Foton Alpha,фургон,2007,1300000,Механика,70000 км,2.2 л,задний,Левый,Да,Белый
Foton Alpha,фургон,2010,1750000,Механика,Null,2.6 л,задний,Левый,Да,Белый
Foton Sup,пикап,2017,4100000,Механика,158000 км,2.8 л,полный,Левый,Да,Синий
Foton Tunland,пикап,2020,13000000,Механика,Null,2.8 л,Null,Левый,Да,Null
Foton Tunland,пикап,2013,3500000,Механика,117714 км,2.8 л,полный,Левый,Да,Серебристый
Foton Tunland,пикап,2020,19000000,Автомат,200 км,2 л,полный,Левый,Да,Null
Foton View,микроавтобус,2008,5000000,Механика,150000 км,2.2 л,задний,Левый,Да,Серебристый
Geely Atlas,кроссовер,2019,11500000,Механика,68500 км,2 л,передний,Левый,Нет,Серебристый
Geely CK,седан,2010,350000,Механика,Null,1.5 л,передний,Левый,Нет,Null
Geely CK,седан,2015,1800000,Механика,200000 км,1.5 л,передний,Левый,Да,Серый
Geely CK,седан,2015,1850000,Механика,135000 км,1.5 л,передний,Левый,Да,Белый
Geely CK,седан,2015,10000,Механика,70 км,1.6 л,передний,Левый,Нет,Коричневый
Geely CK,седан,2015,5000000,Механика,Null,1.3 л,передний,Левый,Да,Null
Geely CK,седан,2015,1600000,Механика,Null,1.3 л,передний,Левый,Да,Серебристый
Geely CK,седан,2015,1400000,Механика,Null,1.5 л,передний,Левый,Да,Белый
Geely CK,седан,2015,1800000,Механика,Null,1.5 л,передний,Левый,Да,Серый
Geely CK,седан,2007,900000,Механика,248000 км,1.5 л,передний,Левый,Нет,Null
Geely CK,седан,2014,3000000,Механика,157000 км,1.5 л,передний,Левый,Да,Белый
Geely Emgrand 7,седан,2016,2500000,Механика,180000 км,1.5 л,передний,Левый,Да,Белый
Geely Emgrand EC7,седан,2013,1200000,Механика,190000 км,1.5 л,передний,Левый,Нет,Черный
Geely Emgrand EC7,седан,2015,2500000,Механика,200000 км,1.8 л,передний,Левый,Да,Серебристый
Geely Emgrand EC7,седан,2015,3400000,Вариатор,190000 км,1.8 л,передний,Левый,Да,Черный
Geely Emgrand EC7,седан,2013,3100000,Вариатор,220000 км,1.8 л,передний,Левый,Нет,Серый
Geely Emgrand EC7,седан,2015,2300000,Механика,100000 км,1.5 л,передний,Левый,Да,Null
Geely Emgrand EC7,седан,2015,3500000,Вариатор,91101 км,1.8 л,передний,Левый,Да,Черный
